Temperature, Emean, Cv, Mabsmean, X
2.00000000e+00,-1.74565127e+00,7.22608196e-01,9.11320563e-01,5.23165340e-01
2.00500000e+00,-1.74189252e+00,7.38532966e-01,9.09431249e-01,6.64468823e-01
2.01000000e+00,-1.73821255e+00,7.39708695e-01,9.07943800e-01,4.31092154e-01
2.01500000e+00,-1.73443587e+00,7.55141890e-01,9.05829822e-01,9.25980592e-01
2.02000000e+00,-1.73077532e+00,7.56196311e-01,9.04495545e-01,4.95848351e-01
2.02500000e+00,-1.72700454e+00,7.63072810e-01,9.02784226e-01,4.60003788e-01
2.03000000e+00,-1.72309381e+00,7.75904806e-01,9.00846371e-01,5.30889062e-01
2.03500000e+00,-1.71920269e+00,7.88398173e-01,8.98959905e-01,6.09116130e-01
2.04000000e+00,-1.71525403e+00,7.98667675e-01,8.97082878e-01,6.51174052e-01
2.04500000e+00,-1.71131338e+00,8.03443269e-01,8.95288922e-01,5.38300560e-01
2.05000000e+00,-1.70711003e+00,8.16598645e-01,8.93145608e-01,5.66162619e-01
2.05500000e+00,-1.70286190e+00,8.30635974e-01,8.90920981e-01,6.34894809e-01
2.06000000e+00,-1.69868685e+00,8.45493822e-01,8.88759659e-01,7.44516744e-01
2.06500000e+00,-1.69429902e+00,8.56854251e-01,8.86418483e-01,7.95157017e-01
2.07000000e+00,-1.68961976e+00,8.79896034e-01,8.83692454e-01,8.51813075e-01
2.07500000e+00,-1.68524053e+00,8.89453286e-01,8.81495116e-01,8.02331245e-01
2.08000000e+00,-1.68077673e+00,9.02505269e-01,8.79174598e-01,8.09442289e-01
2.08500000e+00,-1.67637626e+00,9.10852625e-01,8.76887447e-01,9.03926497e-01
2.09000000e+00,-1.67164485e+00,9.25660718e-01,8.73853900e-01,1.32458075e+00
2.09500000e+00,-1.66716952e+00,9.38243666e-01,8.71841670e-01,8.94290149e-01
2.10000000e+00,-1.66230195e+00,9.58138841e-01,8.68584788e-01,1.40370298e+00
2.10500000e+00,-1.65764601e+00,9.63355373e-01,8.66386096e-01,9.84484110e-01
2.11000000e+00,-1.65283511e+00,9.86054804e-01,8.63293197e-01,1.40732143e+00
2.11500000e+00,-1.64767140e+00,1.00725324e+00,8.60330286e-01,1.27408616e+00
2.12000000e+00,-1.64253029e+00,1.02600492e+00,8.57051366e-01,1.60903551e+00
2.12500000e+00,-1.63750380e+00,1.03096766e+00,8.54424060e-01,1.22685065e+00
2.13000000e+00,-1.63178304e+00,1.04957716e+00,8.50010185e-01,1.60025882e+00
2.13500000e+00,-1.62653833e+00,1.06077285e+00,8.46903576e-01,1.48547414e+00
2.14000000e+00,-1.62135840e+00,1.06880751e+00,8.44009725e-01,1.47303911e+00
2.14500000e+00,-1.61535460e+00,1.10241871e+00,8.39514262e-01,1.70441256e+00
2.15000000e+00,-1.60971047e+00,1.11909252e+00,8.35726009e-01,1.79104065e+00
2.15500000e+00,-1.60437419e+00,1.13592556e+00,8.32393488e-01,1.83518223e+00
2.16000000e+00,-1.59803776e+00,1.17874975e+00,8.27009855e-01,2.43834266e+00
2.16500000e+00,-1.59209125e+00,1.19168892e+00,8.22667141e-01,2.38749340e+00
2.17000000e+00,-1.58585683e+00,1.22727360e+00,8.17998526e-01,2.57963924e+00
2.17500000e+00,-1.57936662e+00,1.26901229e+00,8.12226096e-01,3.45554372e+00
2.18000000e+00,-1.57404138e+00,1.26541533e+00,8.09793900e-01,2.78807761e+00
2.18500000e+00,-1.56647938e+00,1.34184708e+00,8.01871221e-01,3.74166291e+00
2.19000000e+00,-1.55941841e+00,1.40104066e+00,7.94605006e-01,5.35824006e+00
2.19500000e+00,-1.55340450e+00,1.37679732e+00,7.92206343e-01,3.57727199e+00
2.20000000e+00,-1.54710512e+00,1.36521103e+00,7.87357224e-01,3.63101454e+00
2.20500000e+00,-1.53956499e+00,1.44177891e+00,7.78920152e-01,4.95399959e+00
2.21000000e+00,-1.53018985e+00,1.58731839e+00,7.65112076e-01,8.06791692e+00
2.21500000e+00,-1.52529963e+00,1.50010096e+00,7.64852017e-01,6.46954960e+00
2.22000000e+00,-1.51712727e+00,1.54809522e+00,7.56409434e-01,6.82499657e+00
2.22500000e+00,-1.50831363e+00,1.60797187e+00,7.43600502e-01,9.68969761e+00
2.23000000e+00,-1.50052853e+00,1.65751978e+00,7.36399937e-01,9.80662967e+00
2.23500000e+00,-1.48765894e+00,1.88605403e+00,7.05825568e-01,2.52537741e+01
2.24000000e+00,-1.48362279e+00,1.85043434e+00,7.10665326e-01,1.90413398e+01
2.24500000e+00,-1.46985220e+00,2.04905504e+00,6.78598199e-01,2.97313911e+01
2.25000000e+00,-1.46367626e+00,1.97915083e+00,6.76586774e-01,2.77986049e+01
2.25500000e+00,-1.45809430e+00,1.87788295e+00,6.80670111e-01,1.70827949e+01
2.26000000e+00,-1.43895961e+00,2.16845834e+00,6.19461204e-01,4.56208912e+01
2.26500000e+00,-1.43129672e+00,2.21742227e+00,6.08524121e-01,4.70557993e+01
2.27000000e+00,-1.42072347e+00,2.19863066e+00,5.90535917e-01,4.76929036e+01
2.27500000e+00,-1.41288281e+00,2.17003445e+00,5.80134142e-01,4.77647261e+01
2.28000000e+00,-1.40093852e+00,2.18537346e+00,5.52156278e-01,5.22185793e+01
2.28500000e+00,-1.38893828e+00,2.20709362e+00,5.23936401e-01,5.65084362e+01
2.29000000e+00,-1.38094534e+00,2.26654696e+00,5.10698202e-01,5.91727322e+01
2.29500000e+00,-1.36803889e+00,2.11880635e+00,4.78499757e-01,5.69766585e+01
2.30000000e+00,-1.35884988e+00,2.12409870e+00,4.57102071e-01,6.26109027e+01
2.30500000e+00,-1.34635171e+00,2.01618995e+00,4.15277810e-01,6.44681807e+01
2.31000000e+00,-1.33619442e+00,2.02647091e+00,3.97053412e-01,6.06622777e+01
2.31500000e+00,-1.32835892e+00,1.92061002e+00,3.83335178e-01,5.92568647e+01
2.32000000e+00,-1.31606818e+00,1.79209344e+00,3.49290105e-01,5.67697944e+01
2.32500000e+00,-1.30697246e+00,1.73090502e+00,3.27381996e-01,5.46633683e+01
2.33000000e+00,-1.30049407e+00,1.70219921e+00,3.20742889e-01,5.32185586e+01
2.33500000e+00,-1.29054429e+00,1.63279687e+00,2.92828134e-01,4.97657416e+01
2.34000000e+00,-1.28367005e+00,1.57856811e+00,2.86966991e-01,4.71612724e+01
2.34500000e+00,-1.27577550e+00,1.52021015e+00,2.68483195e-01,4.44753192e+01
2.35000000e+00,-1.26797119e+00,1.47205557e+00,2.51162192e-01,4.11208976e+01
2.35500000e+00,-1.26079692e+00,1.40774396e+00,2.40460640e-01,3.81892923e+01
2.36000000e+00,-1.25425632e+00,1.36788180e+00,2.33885483e-01,3.59645539e+01
2.36500000e+00,-1.24714366e+00,1.33266382e+00,2.18945409e-01,3.33546073e+01
2.37000000e+00,-1.24077476e+00,1.29768352e+00,2.11365736e-01,3.17522863e+01
2.37500000e+00,-1.23416342e+00,1.25571685e+00,1.99465462e-01,2.92057683e+01
2.38000000e+00,-1.22827780e+00,1.24888886e+00,1.97411091e-01,2.84234300e+01
2.38500000e+00,-1.22182847e+00,1.21633240e+00,1.89303702e-01,2.68138594e+01
2.39000000e+00,-1.21581332e+00,1.18943860e+00,1.81479733e-01,2.48805773e+01
2.39500000e+00,-1.20984206e+00,1.15285400e+00,1.74731893e-01,2.31096130e+01
2.40000000e+00,-1.20447938e+00,1.14040709e+00,1.71105983e-01,2.22237273e+01
2.40500000e+00,-1.19828447e+00,1.10879199e+00,1.62631631e-01,2.03073524e+01
2.41000000e+00,-1.19328366e+00,1.10075554e+00,1.59832750e-01,1.98431508e+01
2.41500000e+00,-1.18770436e+00,1.08212128e+00,1.56475446e-01,1.87192540e+01
2.42000000e+00,-1.18205961e+00,1.06316149e+00,1.47578646e-01,1.70601952e+01
2.42500000e+00,-1.17694521e+00,1.04455634e+00,1.44498072e-01,1.64679759e+01
2.43000000e+00,-1.17158694e+00,1.02608383e+00,1.41594769e-01,1.56213877e+01
2.43500000e+00,-1.16633966e+00,1.00812494e+00,1.36978441e-01,1.46399173e+01
2.44000000e+00,-1.16173927e+00,1.00237195e+00,1.35180971e-01,1.44494733e+01
2.44500000e+00,-1.15669984e+00,9.84460981e-01,1.31086378e-01,1.35977689e+01
2.45000000e+00,-1.15178793e+00,9.77515980e-01,1.30168478e-01,1.35106569e+01
2.45500000e+00,-1.14685855e+00,9.57332506e-01,1.25350052e-01,1.25678892e+01
2.46000000e+00,-1.14225425e+00,9.44035604e-01,1.22097922e-01,1.19508048e+01
2.46500000e+00,-1.13739048e+00,9.36899730e-01,1.20642068e-01,1.15399866e+01
2.47000000e+00,-1.13262170e+00,9.23837464e-01,1.17791890e-01,1.10590169e+01
2.47500000e+00,-1.12827933e+00,9.12649211e-01,1.15830996e-01,1.07905220e+01
2.48000000e+00,-1.12363423e+00,9.03632584e-01,1.14613179e-01,1.03853546e+01
2.48500000e+00,-1.11914704e+00,8.93186274e-01,1.11613367e-01,9.89689074e+00
2.49000000e+00,-1.11458151e+00,8.79296384e-01,1.09348303e-01,9.52731176e+00
2.49500000e+00,-1.11024483e+00,8.68246542e-01,1.06449148e-01,8.98741358e+00
2.50000000e+00,-1.10619270e+00,8.65510974e-01,1.06533908e-01,9.05434009e+00
2.50500000e+00,-1.10183670e+00,8.51278736e-01,1.03737162e-01,8.54537494e+00
2.51000000e+00,-1.09750598e+00,8.44360665e-01,1.02748418e-01,8.31076500e+00
2.51500000e+00,-1.09341532e+00,8.32399292e-01,1.01733952e-01,8.10172571e+00
2.52000000e+00,-1.08919921e+00,8.23063550e-01,9.88956603e-02,7.78473035e+00
2.52500000e+00,-1.08527676e+00,8.12108943e-01,9.73272362e-02,7.46320604e+00
2.53000000e+00,-1.08114006e+00,8.04442355e-01,9.58683141e-02,7.23031059e+00
2.53500000e+00,-1.07720386e+00,7.99450624e-01,9.45122336e-02,7.09904117e+00
